event,ID,default,Prepayment,vintage,cred_score,DBT_RATIO,start_date,end_date
2,1901573578219000,0,1,2004,658,0.22,01Dec2005,01Mar2006
2,1901573626639000,0,1,2006,748,0.35,01Mar2006,01Feb2007
2,1901573635979000,0,1,2005,689,0.52,01Dec2005,01Jun2006
0,1901573648879000,0,0,2005,779,0.28,01Dec2005,
2,1901573800849000,0,1,2006,662,0.27,01May2006,01May2009
2,1901573848029000,0,1,2004,709,0.15,01Dec2005,01Feb2006
1,1901574443769000,1,0,2006,729,0.49,01Jun2006,01Sep2009
2,1901574582889000,0,1,2003,703,0.23,01Dec2005,01May2006
2,1901574600539000,0,1,2003,666,0.28,01Dec2005,01Aug2006
1,1901574665749000,1,0,2005,756,0.47,01Dec2005,01Sep2010
2,1901574690349000,0,1,2006,786,0.35,01Jul2006,01Aug2008
2,1901575187879000,0,1,2004,734,0.3,01Dec2005,01Sep2008
2,1901576038149000,0,1,2004,673,0.15,01Dec2005,01Jun2007
2,1901576212279000,0,1,2005,795,0.25,01Dec2005,01Jan2006
2,1901576299459000,0,1,2005,667,0.38,01Dec2005,01Oct2006
0,1901576486059000,0,0,2007,770,0.62,01Jan2007,
2,1901576493779000,0,1,2007,759,0.22,01Jun2007,01Jan2010
2,1901576709539000,0,1,2004,723,0.25,01Dec2005,01Jun2006
1,1901577590089000,1,0,2007,729,0.16,01Jul2007,01Dec2008
0,1901577787629000,0,0,2004,733,0.19,01Dec2005,
2,1901578115819000,0,1,2004,757,0.08,01Dec2005,01Feb2007
2,1901578227619000,0,1,2003,628,0.32,01Dec2005,01Dec2010
2,1901578248109000,0,1,2004,765,0.24,01Dec2005,01Feb2006
0,1901578250519000,0,0,2004,686,0.37,01Dec2005,
2,1901578269459000,0,1,2004,800,0.25,01Dec2005,01May2006
2,1901579136009000,0,1,2006,722,0.07,01Mar2006,01Sep2010
0,1901579388089000,0,0,2004,776,0.37,01Dec2005,
2,1901579394219000,0,1,2004,775,0.28,01Dec2005,01May2010
1,1901579396189000,1,0,2004,636,0.37,01Dec2005,01Aug2006
2,1901579398129000,0,1,2004,680,0.13,01Dec2005,01Mar2009
1,1901579401609000,1,0,2004,760,0.39,01Dec2005,01Apr2011
2,1901579403309000,0,1,2005,714,0.3,01Dec2005,01Jun2008
2,1901579403579000,0,1,2004,798,0.06,01Dec2005,01Jun2006
2,1901579406599000,0,1,2004,697,0.49,01Dec2005,01Jun2009
0,1901579407139000,0,0,2004,727,0.41,01Dec2005,
2,1901579422289000,0,1,2004,752,0.13,01Dec2005,01Feb2006
2,1901579423099000,0,1,2004,715,0.31,01Dec2005,01Nov2008
2,1901579437399000,0,1,2004,806,0.18,01Dec2005,01Feb2006
2,1901579588849000,0,1,2005,785,0.18,01Dec2005,01Jan2006
0,1901579597329000,0,0,2005,655,0.32,01Dec2005,
2,1901581758329000,0,1,2006,652,0.51,01Apr2006,01Mar2009
2,1901581768989000,0,1,2005,723,0.29,01Dec2005,01Feb2012
2,1901581777899000,0,1,2005,786,0.17,01Dec2005,01Aug2008
2,1901581785809000,0,1,2004,771,0.4,01Dec2005,01Mar2006
2,1901581797229000,0,1,2004,775,0.24,01Dec2005,01Oct2010
2,1901586673289000,0,1,2007,814,0.3,01Mar2007,01Oct2009
0,1901587800199000,0,0,2006,798,0.33,01Mar2006,
1,1901588255949000,1,0,2004,660,0.38,01Dec2005,01Apr2011
0,1901588257809000,0,0,2004,714,0.22,01Dec2005,
1,1901588507699000,1,0,2007,710,0.37,01Aug2007,01Nov2009
1,1901588569969000,1,0,2006,760,0.77,01Nov2006,01Jun2009
2,1901588624579000,0,1,2006,782,0.07,01Mar2006,01Nov2007
1,1901588698939000,1,0,2009,640,0.21,01Feb2009,01Aug2009
0,1901589212409000,0,0,2006,755,0.17,01Jul2006,
2,1901589335919000,0,1,2005,618,0.05,01Dec2005,01Feb2006
0,1901589757749000,0,0,2007,785,0.22,01Mar2007,
2,1901589892019000,0,1,2004,649,0.13,01Dec2005,01Mar2006
1,1901589985619000,1,0,2007,666,0.37,01May2007,01Nov2009
1,1901590066279000,1,0,2006,769,0.04,01Nov2006,01Jan2009
2,1901590447749000,0,1,2005,711,0.27,01Dec2005,01Apr2007
2,1901590843939000,0,1,2005,660,0.22,01Dec2005,01Oct2006
2,1901590970299000,0,1,2005,781,0.6,01Dec2005,01Dec2006
2,1901590989559000,0,1,2004,747,0.12,01Dec2005,01Jul2011
2,1901591242129000,0,1,2005,776,0.51,01Dec2005,01May2010
1,1901591248249000,1,0,2007,740,0.16,01Feb2007,01Nov2011
1,1901591482949000,1,0,2004,741,0.24,01Dec2005,01Aug2009
1,1901591513849000,1,0,2005,734,0.39,01Dec2005,01Mar2011
2,1901591523999000,0,1,2005,657,0.38,01Dec2005,01Jan2010
2,1901591524299000,0,1,2005,790,0.15,01Dec2005,01Jun2010
1,1901591805899000,1,0,2004,738,0.43,01Dec2005,01Nov2006
0,1901591880679000,0,0,2005,760,0.42,01Dec2005,
0,1901591890399000,0,0,2006,758,0.32,01Jul2006,
0,1901591985939000,0,0,2006,768,0.3,01Apr2006,
2,1901592207269000,0,1,2005,791,0.16,01Dec2005,01May2006
0,1901592210219000,0,0,2004,791,0.15,01Dec2005,
2,1901593603829000,0,1,2004,804,0.19,01Dec2005,01Aug2006
0,1901593873619000,0,0,2006,767,0.66,01Jun2006,
2,1901594178809000,0,1,2005,771,0.12,01Dec2005,01Sep2008
2,1901594677139000,0,1,2004,799,0.01,01Dec2005,01Nov2007
1,1901594688259000,1,0,2006,635,0.18,01Apr2006,01Sep2007
0,1901594693419000,0,0,2004,809,0.29,01Dec2005,
2,1901594710609000,0,1,2005,626,0.51,01Dec2005,01Feb2008
2,1901594723189000,0,1,2004,787,0.14,01Dec2005,01Jul2009
2,1901595790239000,0,1,2004,677,0.22,01Dec2005,01Mar2008
0,1901596443809000,0,0,2006,697,0.38,01May2006,
2,1901596474369000,0,1,2007,773,0.21,01Jan2007,01May2009
2,1901596559359000,0,1,2005,710,0.24,01Dec2005,01Jan2006
2,1901597382889000,0,1,2005,757,0.41,01Dec2005,01Dec2010
0,1901597466049000,0,0,2007,774,0.21,01Jun2007,
0,1901597486239000,0,0,2005,790,0.23,01Dec2005,
2,1901597560819000,0,1,2007,685,0.25,01Dec2007,01Sep2008
2,1901597626939000,0,1,2005,809,0.33,01Dec2005,01Jun2008
1,1901598014789000,1,0,2006,709,0.43,01Sep2006,01Feb2010
0,1901598202359000,0,0,2007,766,0.27,01Jul2007,
2,1901598208559000,0,1,2006,777,0.37,01Jun2006,01Apr2007
2,1901598463909000,0,1,2005,686,0.36,01Dec2005,01Dec2009
2,1901598480329000,0,1,2005,763,0.26,01Dec2005,01Nov2006
2,1901598572449000,0,1,2009,671,0.27,01Jan2009,01Dec2009
0,1901599207959000,0,0,2005,762,0.3,01Dec2005,
1,1901599675469000,1,0,2005,705,0.3,01Dec2005,01May2009
0,1901599706449000,0,0,2006,807,0.24,01Aug2006,
2,1901599717569000,0,1,2004,798,0.28,01Dec2005,01Dec2006
0,1901599743219000,0,0,2005,797,0.26,01Dec2005,
2,1901599768129000,0,1,2005,796,0.34,01Dec2005,01Dec2008
2,1901599768209000,0,1,2005,804,0.2,01Dec2005,01May2007
2,1901599773719000,0,1,2005,786,0.36,01Dec2005,01Feb2006
2,1901599785219000,0,1,2005,798,0.24,01Dec2005,01Jan2006
2,2251504812359000,0,1,2000,691,0.33,01Dec2005,01Aug2007
2,2288500332909000,0,1,1996,733,0.13,01Dec2005,01Jan2011
0,2288500861309000,0,0,1998,693,0.4,01Dec2005,
0,2288500964899000,0,0,1998,808,0.61,01Dec2005,
2,2292502245319000,0,1,2000,686,0.4,01Dec2005,01Nov2009
2,2293500251899000,0,1,1994,655,0,01Dec2005,01Apr2006
2,2838500653729000,0,1,2004,736,0.37,01Dec2005,01Mar2008
2,2852500084049000,0,1,1996,687,0.19,01Dec2005,01Apr2006
2,2852501024789000,0,1,1998,654,0.36,01Dec2005,01Jan2006
1,2852501893959000,1,0,2001,692,0.42,01Dec2005,01Jul2010
0,2852502222799000,0,0,2002,621,0.21,01Dec2005,
2,2852502272119000,0,1,1999,702,0.16,01Dec2005,01Aug2008
2,2852502470939000,0,1,2001,754,0.4,01Dec2005,01Mar2008
2,2865500223879000,0,1,1998,650,0.27,01Dec2005,01Dec2007
2,2902500704289000,0,1,2004,790,,01Dec2005,01Jul2007
0,2902500705419000,0,0,2005,717,0.13,01Dec2005,
2,2902501542069000,0,1,1999,709,0.39,01Dec2005,01Feb2007
2,2902502275569000,0,1,2001,690,0.31,01Dec2005,01Jan2007
2,2902503540279000,0,1,2007,729,0.32,01Jan2007,01Sep2007
2,2902504074309000,0,1,2000,800,0.12,01Dec2005,01Jun2008
2,2902504469169000,0,1,2003,761,0.33,01Dec2005,01Apr2006
2,2902504480999000,0,1,2000,645,0.22,01Dec2005,01Aug2010
2,2902504513329000,0,1,2001,778,0.18,01Dec2005,01Jul2009
0,2902504708099000,0,0,2007,706,0.38,01May2007,
0,2902505371139000,0,0,2004,754,0.3,01Dec2005,
2,2902505518769000,0,1,2002,645,0.31,01Dec2005,01Jan2010
0,2902505566739000,0,0,2004,769,0.22,01Dec2005,
1,2902506053569000,1,0,2006,666,0.28,01Aug2006,01Oct2009
1,2902506057399000,1,0,2005,665,0.36,01Dec2005,01May2010
2,2902506062719000,0,1,2005,731,0.33,01Dec2005,01Nov2007
2,2902506089329000,0,1,2002,696,0.37,01Dec2005,01Apr2007
1,2902507226039000,1,0,2005,654,0.09,01Dec2005,01Aug2012
0,2902507333709000,0,0,2003,739,0.19,01Dec2005,
1,2902508470909000,1,0,2007,681,0.16,01Jul2007,01Feb2010
2,2902509266839000,0,1,2004,816,0.3,01Dec2005,01Feb2007
0,2902509709179000,0,0,2003,704,0.19,01Dec2005,
1,2902510498139000,1,0,2006,797,0.36,01Oct2006,01May2010
2,2902510687889000,0,1,2004,684,0.16,01Dec2005,01Nov2011
0,2902512372379000,0,0,2006,760,0.15,01Apr2006,
1,2902513279539000,1,0,2005,652,0.4,01Dec2005,01Jul2009
0,2902514091359000,0,0,2006,775,0.25,01Jun2006,
0,2902514804929000,0,0,2006,747,0.62,01Jun2006,
0,2902514840809000,0,0,2003,734,0.37,01Dec2005,
2,2902515786629000,0,1,2004,796,0.19,01Dec2005,01Jun2006
1,2902516535409000,1,0,2006,774,0.41,01Apr2006,01Nov2009
2,2902516565909000,0,1,2002,767,0.41,01Dec2005,01Apr2008
2,2902516568769000,0,1,2004,781,0.35,01Dec2005,01Jul2009
2,2902516715739000,0,1,2007,789,0.31,01Oct2007,01Jul2011
2,2902516736069000,0,1,2002,632,0.37,01Dec2005,01Oct2007
2,2902516919149000,0,1,2005,690,0.42,01Dec2005,01Mar2008
2,2902516921049000,0,1,2004,672,0.31,01Dec2005,01Mar2007
2,2902517561299000,0,1,2008,692,0.3,01Jun2008,01Sep2010
2,2902519466299000,0,1,2008,785,0.17,01Aug2008,01Jun2009
2,2902519489159000,0,1,2003,726,0.39,01Dec2005,01May2006
2,2902519499389000,0,1,2004,720,0.31,01Dec2005,01Oct2006
2,2902519512669000,0,1,2006,669,0.33,01Feb2006,01Mar2006
2,2902519670309000,0,1,2004,800,0.3,01Dec2005,01Mar2008
0,2902520351159000,0,0,2004,795,0.35,01Dec2005,
1,2902521192119000,1,0,2004,728,0.29,01Dec2005,01Jun2009
2,2902521667409000,0,1,2003,744,0.36,01Dec2005,01Feb2006
0,2902521845369000,0,0,2003,790,0.09,01Dec2005,
2,2902521852739000,0,1,2005,632,0.29,01Dec2005,01Oct2007
0,2902522241479000,0,0,2006,729,0.15,01Dec2006,
2,2902523057919000,0,1,2006,796,0.2,01Mar2006,01Aug2008
0,2902523100279000,0,0,2005,606,0.1,01Dec2005,
2,2902523345549000,0,1,2004,756,0.28,01Dec2005,01Mar2006
1,2902523511739000,1,0,2005,689,0.32,01Dec2005,01Aug2008
2,2902523833349000,0,1,2006,755,0.37,01Jan2006,01Aug2007
2,2902523895029000,0,1,2006,780,0.4,01Sep2006,01Aug2011
1,2902523898129000,1,0,2006,744,0.26,01Aug2006,01Nov2009
2,2902524017669000,0,1,2006,802,0.12,01Jul2006,01Jan2007
2,2902524045449000,0,1,2005,706,0.38,01Dec2005,01Sep2008
2,2902524073499000,0,1,2004,797,0.25,01Dec2005,01Feb2012
2,2902524077489000,0,1,2007,763,0.7,01Apr2007,01Dec2007
2,2902524087959000,0,1,2004,744,0.3,01Dec2005,01Sep2007
2,2902528608099000,0,1,2006,802,0.21,01Sep2006,01Jun2010
1,2902530262849000,1,0,2006,706,0.34,01Apr2006,01May2009
0,2902530854189000,0,0,2005,707,0.36,01Dec2005,
2,2902530944769000,0,1,2007,799,0.08,01Jun2007,01Sep2009
0,2902531043829000,0,0,2007,671,0.16,01Feb2007,
2,2902531050289000,0,1,2005,743,0.25,01Dec2005,01Apr2006
2,2902531051689000,0,1,2005,724,0.17,01Dec2005,01Mar2008
2,2902531055679000,0,1,2005,800,0.29,01Dec2005,01May2008
2,2902531056569000,0,1,2005,684,0.37,01Dec2005,01Feb2007
2,2902531281179000,0,1,2004,761,0.29,01Dec2005,01Dec2006
0,2902532269769000,0,0,2004,612,0.23,01Dec2005,
1,2902532522099000,1,0,2006,775,0.37,01May2006,01Jul2010
2,2902532522419000,0,1,2006,758,0.42,01Apr2006,01May2006
2,2902532527219000,0,1,2005,789,0.37,01Dec2005,01Mar2007
2,2902532802379000,0,1,2005,754,0.4,01Dec2005,01Feb2007
1,2902532918759000,1,0,2006,593,0.39,01Nov2006,01Feb2009
1,2902533202049000,1,0,2006,663,0.24,01Jun2006,01Sep2009
2,2902533231309000,0,1,2005,755,0.3,01Dec2005,01Feb2007
2,2902533459329000,0,1,2006,719,0.4,01Jun2006,01Jan2007
2,2902533491999000,0,1,2005,770,0.28,01Dec2005,01Apr2009
2,2902534579869000,0,1,2007,796,0.09,01Jun2007,01Apr2012
2,2902534628909000,0,1,2005,784,0.23,01Dec2005,01Feb2010
0,2902535153079000,0,0,2006,756,0.31,01Nov2006,
0,2902535207939000,0,0,2007,653,0.27,01Jan2007,
2,2902535659169000,0,1,2007,730,0.24,01Jan2007,01Jul2008
1,2902536033549000,1,0,2008,807,0.11,01Mar2008,01Jul2009
0,2902536586129000,0,0,2009,801,0.41,01Aug2009,
1,2902537056379000,1,0,2006,688,0.09,01Jun2006,01Jun2009
2,2902537068979000,0,1,2007,788,0.19,01Dec2007,01Jan2011
0,2902537084829000,0,0,2007,639,0.11,01May2007,
0,2902537088579000,0,0,2006,779,0.11,01Aug2006,
2,2902537503229000,0,1,2006,691,0.51,01Nov2006,01Nov2009
1,2902537924919000,1,0,2007,812,0.47,01Feb2007,01Apr2012
1,2902538682779000,1,0,2006,765,0.31,01Oct2006,01Jul2010
2,2902539099929000,0,1,2006,797,0.14,01Oct2006,01Jun2007
2,2902539818639000,0,1,2007,795,0.42,01Dec2007,01Apr2008
2,2902539822749000,0,1,2007,809,0.2,01Dec2007,01Oct2008
2,2902540351129000,0,1,2007,719,0.15,01Jul2007,01Jul2010
2,2902540394019000,0,1,2006,656,0.36,01Nov2006,01Apr2011
0,2902543513409000,0,0,2007,648,0.34,01Aug2007,
2,2902543870519000,0,1,2007,806,0.15,01Jul2007,01May2008
0,2902544032009000,0,0,2008,590,0.31,01Mar2008,
0,2902544062779000,0,0,2012,758,0.24,01May2012,
0,2902544749309000,0,0,2007,753,0.22,01Oct2007,
2,2902546322699000,0,1,2009,704,0.4,01Apr2009,01Jun2009
2,2902546358618000,0,1,2007,,0,01Aug2007,01Jan2010
1,2902546642688000,1,0,2005,0,0,01Aug2007,01May2011
2,2902546665468000,0,1,2005,0,0,01Aug2007,01Nov2007
2,2902546672678000,0,1,2006,0,0,01Aug2007,01Jun2008
0,2902547152299000,0,0,2009,800,0.16,01May2009,
0,2902548151269000,0,0,2012,768,0.31,01Aug2012,
0,2902550958289000,0,0,2009,714,0.26,01Sep2009,
0,2902552069219000,0,0,2009,679,0.29,01Oct2009,
2,3871502920019000,0,1,2007,802,0.22,01Aug2007,01Oct2011
0,3871503441179000,0,0,2008,771,0.17,01Jun2008,
1,3871504729489000,1,0,2007,732,0.39,01Mar2007,01Jul2010
2,3871508443069000,0,1,2007,811,0.12,01Jun2007,01Oct2007
2,3871508657379000,0,1,2008,783,0.36,01Jan2008,01Jun2010
0,3871509606329000,0,0,2007,716,0.29,01Jul2007,
2,3871516394639000,0,1,2008,748,0.41,01Apr2008,01Nov2009
0,3871529541339000,0,0,2008,809,0.3,01Apr2008,
2,3871529636639000,0,1,2008,759,0.27,01Oct2008,01Jan2009
0,3871533154529000,0,0,2011,698,0.5,01Jul2011,
0,3871540506819000,0,0,2010,795,0.25,01Aug2010,
0,3872500802159000,0,0,2001,749,0.29,01Dec2005,
2,3879500724069000,0,1,2006,689,0.48,01Jan2006,01Aug2006
2,3903501527089000,0,1,2002,621,0.43,01Dec2005,01Jan2008
2,3903501663699000,0,1,2001,704,0.21,01Dec2005,01Jun2006
1,3903501910619000,1,0,2007,794,0.29,01May2007,01Mar2010
2,3903501994969000,0,1,2002,773,,01Dec2005,01Jul2007
2,3903504218579000,0,1,2004,728,0.31,01Dec2005,01May2009
2,3903505203919000,0,1,2005,665,0.36,01Dec2005,01Sep2006
2,3903505306649000,0,1,2000,672,0.35,01Dec2005,01Feb2006
2,3903506460939000,0,1,2007,771,0.29,01Feb2007,01Feb2008
2,3903508429769000,0,1,2006,813,0.11,01May2006,01Jan2011
2,3903508465219000,0,1,2003,778,0.13,01Dec2005,01Apr2006
2,3903508490599000,0,1,2004,774,0.35,01Dec2005,01Dec2008
2,3903508510299000,0,1,2004,740,0.41,01Dec2005,01Oct2006
0,3903511114449000,0,0,2004,678,0.16,01Dec2005,
0,3903511350259000,0,0,2006,702,0.41,01Mar2006,
1,3903512026609000,1,0,2003,694,0.22,01Dec2005,01Jun2009
2,3903513107499000,0,1,2001,697,0.21,01Dec2005,01Aug2006
2,3903513117969000,0,1,2002,667,0.29,01Dec2005,01Jun2006
2,3903514973859000,0,1,2007,711,0.27,01Mar2007,01Sep2007
0,3903515621369000,0,0,2003,730,0.31,01Dec2005,
2,3903520698599000,0,1,2005,750,0.24,01Dec2005,01Mar2007
0,3903520702619000,0,0,2003,801,0.38,01Dec2005,
2,3903523919399000,0,1,2003,767,0.43,01Dec2005,01Apr2006
1,3903523996979000,1,0,2002,769,0.29,01Dec2005,01Apr2006
2,3903524780159000,0,1,2005,756,0.43,01Dec2005,01Sep2011
2,3903525061249000,0,1,2009,807,0.2,01Jul2009,01Jan2011
2,3903527974639000,0,1,2004,680,0.36,01Dec2005,01Apr2007
0,3903528776539000,0,0,2002,707,0.38,01Dec2005,
2,3903528954499000,0,1,2003,714,0.19,01Dec2005,01Dec2008
2,3903529860379000,0,1,2003,682,0.37,01Dec2005,01Mar2007
0,3903529967849000,0,0,2005,767,0.08,01Dec2005,
2,3903531068559000,0,1,2009,666,0.2,01Sep2009,01Jan2012
0,3903539587469000,0,0,2006,730,0.36,01Aug2006,
1,3903540196629000,1,0,2007,712,0.12,01Mar2007,01Aug2010
0,3903541731229000,0,0,2008,747,0.26,01Jun2008,
2,3903542121019000,0,1,2003,680,0.26,01Dec2005,01Jul2006
2,3903542122849000,0,1,2003,782,0.23,01Dec2005,01Mar2012
2,3903542685499000,0,1,2003,770,0.26,01Dec2005,01Apr2006
2,3903542703149000,0,1,2005,771,0.18,01Dec2005,01Sep2007
2,3903542772469000,0,1,2003,797,0.17,01Dec2005,01Sep2006
2,3903543772599000,0,1,2007,616,0.08,01Feb2007,01Jan2012
2,3903544423879000,0,1,2007,808,0.23,01Apr2007,01May2008
0,3903544518239000,0,0,2004,750,0.33,01Dec2005,
2,3903544543699000,0,1,2003,778,0.39,01Dec2005,01Mar2006
0,3903545768399000,0,0,2008,751,0.26,01Jan2008,
0,3903546214869000,0,0,2004,758,0.23,01Dec2005,
2,3903546217889000,0,1,2004,783,0.17,01Dec2005,01Apr2009
1,3903547060909000,1,0,2005,662,0.58,01Dec2005,01Aug2010
2,3903547103499000,0,1,2006,650,0.28,01Aug2006,01May2008
2,3903548472479000,0,1,2004,731,0.22,01Dec2005,01Oct2009
2,3903549674479000,0,1,2005,794,0.32,01Dec2005,01Aug2006
0,3903551075229000,0,0,2007,693,0.39,01May2007,
2,3903551861129000,0,1,2005,741,0.51,01Dec2005,01Dec2006
2,3903553857009000,0,1,2005,782,0.31,01Dec2005,01Aug2007
0,3903556515409000,0,0,2006,765,0.22,01Oct2006,
2,3903557418099000,0,1,2004,748,0.19,01Dec2005,01Aug2008
2,3903558721219000,0,1,2006,790,0.24,01Sep2006,01Jan2007
1,3903562235429000,1,0,2004,693,0.35,01Dec2005,01Jun2009
2,3903570186919000,0,1,2004,731,0.14,01Dec2005,01Aug2008
2,3903573109539000,0,1,2005,806,0.2,01Dec2005,01May2009
2,3903574560959000,0,1,2005,541,0.17,01Dec2005,01Jul2006
2,3903575461839000,0,1,2007,699,0.32,01Dec2007,01Jun2008
2,3903576822819000,0,1,2006,805,0.27,01Jan2006,01Apr2006
2,3903578859729000,0,1,2004,775,0.2,01Dec2005,01Jul2009
0,3903579836649000,0,0,2007,730,0.41,01Dec2007,
2,3903580452779000,0,1,2005,784,0.44,01Dec2005,01Jan2006
0,3903580919029000,0,0,2004,773,0.32,01Dec2005,
0,3903582520199000,0,0,2005,665,0.18,01Dec2005,
2,3903583383399000,0,1,2004,670,0.26,01Dec2005,01Oct2006
1,3903583443129000,1,0,2007,763,0.38,01Mar2007,01Mar2009
2,3903583775559000,0,1,2006,686,0.33,01Dec2006,01Sep2007
0,3903585474429000,0,0,2009,731,0.17,01May2009,
2,3903586434339000,0,1,2006,674,0.39,01Mar2006,01May2008
1,3903589362289000,1,0,2005,607,0.37,01Dec2005,01Jun2006
2,3903589656789000,0,1,2009,721,0.17,01Jun2009,01Apr2011
2,3903591152449000,0,1,2006,769,0.24,01Jan2006,01Jun2007
2,3903596698869000,0,1,2006,702,0.3,01Apr2006,01Apr2007
0,3903597921739000,0,0,2008,784,0.24,01Oct2008,
2,3903597931109000,0,1,2008,712,0.4,01Nov2008,01Dec2011
0,4904500144359000,0,0,2006,687,0.28,01Jun2006,
2,4904500383509000,0,1,2001,779,0.32,01Dec2005,01Jun2007
2,4904500585809000,0,1,2005,692,0.31,01Dec2005,01Aug2008
2,4904500891419000,0,1,2004,740,0.27,01Dec2005,01May2006
0,4904509686689000,0,0,2004,748,0.19,01Dec2005,
2,4904509749359000,0,1,2006,700,0.42,01Feb2006,01Nov2010
0,4904510434989000,0,0,2004,757,0.35,01Dec2005,
2,4904510512459000,0,1,2005,746,0.13,01Dec2005,01Feb2008
0,4904510617559000,0,0,2005,757,0.35,01Dec2005,
2,4904511213169000,0,1,2004,702,0.4,01Dec2005,01Dec2007
2,4904511548939000,0,1,2002,692,0.19,01Dec2005,01May2009
0,4904511724929000,0,0,2007,720,0.06,01Aug2007,
1,4904511911369000,1,0,2006,728,0.51,01Feb2006,01Sep2009
0,4904512189569000,0,0,2007,655,0.34,01Apr2007,
1,4904512872819000,1,0,2006,785,0.93,01Nov2006,01Nov2009
2,4904514676469000,0,1,2002,681,0.41,01Dec2005,01Jun2007
2,4904516526648000,0,1,1997,,0,01Dec2005,01Mar2011
2,4904516672038000,0,1,1998,,0,01Dec2005,01Aug2006
0,4904518136259000,0,0,2003,798,0.36,01Dec2005,
2,4904519356669000,0,1,2006,703,0.18,01Sep2006,01Jun2009
2,4904519470879000,0,1,2004,695,0.41,01Dec2005,01Apr2012
1,4904519867679000,1,0,2004,623,0.3,01Dec2005,01Mar2012
0,4904519893089000,0,0,2004,764,0.17,01Dec2005,
2,4904520100709000,0,1,2005,698,0.43,01Dec2005,01Aug2006
2,4904520157068000,0,1,2001,,0,01Dec2005,01Jul2006
2,4904521264279000,0,1,2003,799,0.24,01Dec2005,01Jan2007
0,4904521409189000,0,0,2003,750,0.27,01Dec2005,
2,4904521434459000,0,1,2006,682,0.4,01Mar2006,01Jan2007
2,4904521927729000,0,1,2003,696,0.17,01Dec2005,01Jul2010
1,4904521986659000,1,0,2007,710,0.36,01Mar2007,01Mar2010
0,4904522015349000,0,0,2007,779,0.33,01Apr2007,
0,4904522053359000,0,0,2005,760,0.42,01Dec2005,
1,4904523404619000,1,0,2007,736,0.29,01Jun2007,01Sep2009
2,4904523562879000,0,1,2005,767,0.18,01Dec2005,01Mar2009
0,4904528792989000,0,0,2006,755,0.63,01Dec2006,
2,4904529729139000,0,1,2004,769,0.27,01Dec2005,01Feb2011
2,4904529943219000,0,1,2004,785,0.11,01Dec2005,01Aug2009
0,4904529961629000,0,0,2005,699,0.2,01Dec2005,
0,4904529962199000,0,0,2005,718,0.28,01Dec2005,
0,4904529970379000,0,0,2005,785,0.25,01Dec2005,
2,4904529981659000,0,1,2005,706,0.24,01Dec2005,01Aug2011
1,4904529989049000,1,0,2004,752,0.25,01Dec2005,01May2010
2,4904532351229000,0,1,2007,714,0.21,01Nov2007,01Jun2010
2,4904532528419000,0,1,2006,684,0.29,01Mar2006,01Jan2008
0,4904532948389000,0,0,2009,714,0.34,01Jul2009,
1,4904533264629000,1,0,2006,583,0.33,01Jun2006,01Apr2008
2,4904533287169000,0,1,2006,782,0.3,01Oct2006,01Dec2006
2,4904533288569000,0,1,2006,807,0.31,01Nov2006,01Apr2009
2,4904533354889000,0,1,2006,708,0.3,01Oct2006,01Mar2007
1,4904533356159000,1,0,2006,698,0.09,01Aug2006,01Aug2009
2,4904534118779000,0,1,2005,680,0.12,01Dec2005,01Feb2009
2,4904534185459000,0,1,2005,731,0.31,01Dec2005,01Mar2006
2,4904534191779000,0,1,2005,809,0.22,01Dec2005,01Sep2007
0,4904534195339000,0,0,2005,741,0.35,01Dec2005,
0,4904534206989000,0,0,2006,736,0.32,01May2006,
0,4904534209499000,0,0,2006,792,0.18,01Jul2006,
1,4904534236119000,1,0,2007,700,0.48,01May2007,01Dec2008
0,4904534885949000,0,0,2007,718,0.4,01Jul2007,
0,4904534925759000,0,0,2008,682,0.43,01Apr2008,
1,4904535093709000,1,0,2007,581,0.15,01Apr2007,01May2009
0,4904535587549000,0,0,2011,662,0.23,01May2011,
1,4904535624259000,1,0,2006,609,0.25,01Jul2006,01Jun2009
0,4904537144629000,0,0,2007,757,0.09,01Feb2007,
1,4904537164309000,1,0,2007,735,0.21,01Nov2007,01Jun2009
2,4904537239339000,0,1,2007,790,0.19,01Aug2007,01Jun2012
1,4904537942109000,1,0,2007,680,0.33,01Jun2007,01Nov2009
1,4904537981519000,1,0,2007,736,0.32,01May2007,01Feb2009
1,4904537989179000,1,0,2007,793,0.39,01May2007,01Aug2012
2,4904538257879000,0,1,2007,803,0.21,01Jun2007,01Mar2010
0,4904548398709000,0,0,2010,663,0.26,01Sep2010,
2,4904549176189000,0,1,2008,720,0.4,01May2008,01Nov2010
2,4904549691119000,0,1,2008,738,0.24,01Apr2008,01May2012
2,4904552187489000,0,1,2009,714,0.1,01Dec2009,01Oct2010
0,503913500103909000,0,0,2003,775,0.19,01Dec2005,
2,503913500412459000,0,1,2002,684,0.23,01Dec2005,01Jul2006
2,503913500895079000,0,1,2002,677,0.26,01Dec2005,01Mar2007
1,503913500901579000,1,0,2003,563,0.25,01Dec2005,01Jun2009
2,503913500903949000,0,1,2004,715,0.36,01Dec2005,01Aug2006
2,503913500904919000,0,1,2004,618,0.3,01Dec2005,01Feb2009
2,503913501245749000,0,1,2004,791,0.28,01Dec2005,01Nov2006
2,503913501249149000,0,1,2005,791,0.24,01Dec2005,01Oct2009
1,503913501280309000,1,0,2007,750,0.42,01Feb2007,01May2009
